name,longitude,latitude,key,family,genus,species,stateProvince,year,month,day,eventDate,countryCode,county,true_name
"Strymon melinus Hübner, 1818",-116.75253,34.65777,1039068387,Lycaenidae,Strymon,Strymon melinus,California,1977,3,22,1977-03-22,US,San Bernardino County,Strymon melinus
"Strymon melinus Hübner, 1818",-117.43525,33.84031,1039156722,Lycaenidae,Strymon,Strymon melinus,California,1977,3,9,1977-03-09,US,Riverside County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.14,34.161,1039197515,Lycaenidae,Strymon,Strymon melinus,California,1976,4,20,1976-04-20,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.858,34.435,1039141560,Lycaenidae,Strymon,Strymon melinus,California,1976,9,5,1976-09-05,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.75167,34.06389,1039174960,Lycaenidae,Strymon,Strymon melinus,California,1971,8,25,1971-08-25,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.929118,34.059735,1039199398,Lycaenidae,Strymon,Strymon melinus,California,1970,3,18,1970-03-18,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.75167,34.06389,1039179287,Lycaenidae,Strymon,Strymon melinus,California,1970,3,2,1970-03-02,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.75167,34.06389,1039138644,Lycaenidae,Strymon,Strymon melinus,California,1970,3,6,1970-03-06,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.843739,34.040279,1039050794,Lycaenidae,Strymon,Strymon melinus,California,1970,4,19,1970-04-19,US,NA,Strymon melinus
"Strymon melinus Hübner, 1818",-119.75167,34.06389,1039161641,Lycaenidae,Strymon,Strymon melinus,California,1970,4,30,1970-04-30,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.75167,34.06389,1039117370,Lycaenidae,Strymon,Strymon melinus,California,1970,4,30,1970-04-30,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.75167,34.06389,1039097965,Lycaenidae,Strymon,Strymon melinus,California,1970,4,25,1970-04-25,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.75167,34.06389,1039127903,Lycaenidae,Strymon,Strymon melinus,California,1970,4,6,1970-04-06,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.75167,34.06389,1039051098,Lycaenidae,Strymon,Strymon melinus,California,1970,5,7,1970-05-07,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.69722,34.42083,1039185088,Lycaenidae,Strymon,Strymon melinus,California,1970,5,30,1970-05-30,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.843739,34.040279,1039182411,Lycaenidae,Strymon,Strymon melinus,California,1970,5,4,1970-05-04,US,NA,Strymon melinus
"Strymon melinus Hübner, 1818",-119.29867,34.56143,1039026715,Lycaenidae,Strymon,Strymon melinus,California,1969,8,5,1969-08-05,US,Ventura County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.49944,33.24944,1039109974,Lycaenidae,Strymon,Strymon melinus,California,1969,8,6,1969-08-06,US,Ventura County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.07861,33.7414,1039139402,Lycaenidae,Strymon,Strymon melinus,California,1969,8,6,1969-08-06,US,Ventura County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.830622,34.435623,1039131325,Lycaenidae,Strymon,Strymon melinus,California,1968,7,1,1968-07-01,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.55417,33.00556,1039076226,Lycaenidae,Strymon,Strymon melinus,California,1968,8,10,1968-08-10,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.55417,33.00556,1039034757,Lycaenidae,Strymon,Strymon melinus,California,1968,8,10,1968-08-10,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.75167,34.06389,1039152495,Lycaenidae,Strymon,Strymon melinus,California,1968,8,14,1968-08-14,US,NA,Strymon melinus
"Strymon melinus Hübner, 1818",-119.72066,33.99584,1039073367,Lycaenidae,Strymon,Strymon melinus,California,1967,7,17,1967-07-17,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.68489,34.020228,1039123934,Lycaenidae,Strymon,Strymon melinus,California,1967,7,18,1967-07-18,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.411,34.019,1039124404,Lycaenidae,Strymon,Strymon melinus,California,1963,7,9,1963-07-09,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.51675,34.02945,1039071548,Lycaenidae,Strymon,Strymon melinus,California,1962,7,16,1962-07-16,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.51675,34.02945,1039117814,Lycaenidae,Strymon,Strymon melinus,California,1962,7,16,1962-07-16,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.454933,34.058064,1039094147,Lycaenidae,Strymon,Strymon melinus,California,1957,9,22,1957-09-22,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.519417,34.079006,1039115988,Lycaenidae,Strymon,Strymon melinus,California,1956,8,14,1956-08-14,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.519478,34.095672,1039142669,Lycaenidae,Strymon,Strymon melinus,California,1956,8,29,1956-08-29,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-117.761421,33.546831,1039076816,Lycaenidae,Strymon,Strymon melinus,California,1954,9,4,1954-09-04,US,Orange County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.593,34.428,1039109528,Lycaenidae,Strymon,Strymon melinus,California,1951,4,15,1951-04-15,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-116.971779,33.741614,1039120825,Lycaenidae,Strymon,Strymon melinus,California,1946,7,14,1946-07-14,US,Riverside County,Strymon melinus
"Strymon melinus Hübner, 1818",-117.306812,33.228938,1039075566,Lycaenidae,Strymon,Strymon melinus,California,1946,9,1,1946-09-01,US,San Diego County,Strymon melinus
"Strymon melinus Hübner, 1818",-117.306812,33.228938,1039039349,Lycaenidae,Strymon,Strymon melinus,California,1946,9,1,1946-09-01,US,San Diego County,Strymon melinus
"Strymon melinus Hübner, 1818",-116.719002,33.740002,1039075616,Lycaenidae,Strymon,Strymon melinus,California,1945,7,1,1945-07-01,US,Riverside County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.25,34,1039067359,Lycaenidae,Strymon,Strymon melinus,California,1943,8,15,1943-08-15,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.593,34.428,1039123663,Lycaenidae,Strymon,Strymon melinus,California,1943,11,6,1943-11-06,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-116.719002,33.740002,1039200536,Lycaenidae,Strymon,Strymon melinus,California,1940,7,6,1940-07-06,US,Riverside County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.593,34.428,1039028567,Lycaenidae,Strymon,Strymon melinus,California,1939,1,9,1939-01-09,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.34095,34.156705,1039119730,Lycaenidae,Strymon,Strymon melinus,California,1939,9,5,1939-09-05,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.34095,34.156705,1039184985,Lycaenidae,Strymon,Strymon melinus,California,1939,9,5,1939-09-05,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.31025699999999,34.093346,1039189593,Lycaenidae,Strymon,Strymon melinus,California,1938,6,18,1938-06-18,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.087997,33.913616,1039169533,Lycaenidae,Strymon,Strymon melinus,California,1937,8,19,1937-08-19,US,Los Angeles County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.724968,34.430595,1039074383,Lycaenidae,Strymon,Strymon melinus,California,1935,2,27,1935-02-27,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-119.724968,34.430595,1039086184,Lycaenidae,Strymon,Strymon melinus,California,1934,6,30,1934-06-30,US,Santa Barbara County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.006382,33.690496,1039096783,Lycaenidae,Strymon,Strymon melinus,California,1933,9,18,1933-09-18,US,Orange County,Strymon melinus
"Strymon melinus Hübner, 1818",-118.468819,34.02121,1039057789,Lycaenidae,Strymon,Strymon melinus,California,NA,NA,NA,NA,US,Los Angeles County,Strymon melinus
"Vanessa cardui (Linnaeus, 1758)",-118.405211,33.944128,1570705927,Nymphalidae,Vanessa,Vanessa cardui,California,1987,6,17,1987-06-17,US,Los Angeles,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.087997,33.913616,1039058355,Nymphalidae,Vanessa,Vanessa cardui,California,1982,4,5,1982-04-05,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.087997,33.913616,1039170719,Nymphalidae,Vanessa,Vanessa cardui,California,1982,4,6,1982-04-06,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.087997,33.913616,1039170595,Nymphalidae,Vanessa,Vanessa cardui,California,1982,5,7,1982-05-07,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.087997,33.913616,1039149676,Nymphalidae,Vanessa,Vanessa cardui,California,1982,6,4,1982-06-04,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-119.8143,34.71082,1039031067,Nymphalidae,Vanessa,Vanessa cardui,California,1978,5,21,1978-05-21,US,Santa Barbara County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-119.8143,34.71082,1039189263,Nymphalidae,Vanessa,Vanessa cardui,California,1978,6,11,1978-06-11,US,Santa Barbara County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-119.28817,34.63415,1039068081,Nymphalidae,Vanessa,Vanessa cardui,California,1978,6,19,1978-06-19,US,Ventura County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-119.724968,34.430595,1039133491,Nymphalidae,Vanessa,Vanessa cardui,California,1977,10,13,1977-10-13,US,Santa Barbara County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-119.830622,34.435623,1039087267,Nymphalidae,Vanessa,Vanessa cardui,California,1977,11,12,1977-11-12,US,Santa Barbara County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-119.75167,34.06389,1039086498,Nymphalidae,Vanessa,Vanessa cardui,California,1971,8,24,1971-08-24,US,Santa Barbara County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039140181,Nymphalidae,Vanessa,Vanessa cardui,California,1958,2,27,1958-02-27,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039100231,Nymphalidae,Vanessa,Vanessa cardui,California,1958,3,12,1958-03-12,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039085623,Nymphalidae,Vanessa,Vanessa cardui,California,1958,3,25,1958-03-25,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039187367,Nymphalidae,Vanessa,Vanessa cardui,California,1958,3,14,1958-03-14,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039026434,Nymphalidae,Vanessa,Vanessa cardui,California,1958,3,15,1958-03-15,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039170780,Nymphalidae,Vanessa,Vanessa cardui,California,1958,3,20,1958-03-20,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039161726,Nymphalidae,Vanessa,Vanessa cardui,California,1958,3,1,1958-03-01,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039112930,Nymphalidae,Vanessa,Vanessa cardui,California,1958,4,1,1958-04-01,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039057960,Nymphalidae,Vanessa,Vanessa cardui,California,1958,4,1,1958-04-01,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039116651,Nymphalidae,Vanessa,Vanessa cardui,California,1958,4,20,1958-04-20,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039162589,Nymphalidae,Vanessa,Vanessa cardui,California,1958,4,18,1958-04-18,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-117.8159,35.43774,1039088240,Nymphalidae,Vanessa,Vanessa cardui,California,1958,4,20,1958-04-20,US,Kern County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039103607,Nymphalidae,Vanessa,Vanessa cardui,California,1958,4,18,1958-04-18,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039169532,Nymphalidae,Vanessa,Vanessa cardui,California,1958,4,12,1958-04-12,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.5075,34.00194,1039118598,Nymphalidae,Vanessa,Vanessa cardui,California,1958,4,20,1958-04-20,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039029785,Nymphalidae,Vanessa,Vanessa cardui,California,1958,4,16,1958-04-16,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-117.63,35.38,1039075875,Nymphalidae,Vanessa,Vanessa cardui,California,1958,7,31,1958-07-31,US,Kern County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.25,34,1039066238,Nymphalidae,Vanessa,Vanessa cardui,California,1957,5,19,1957-05-19,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.441543,34.267715,1039141982,Nymphalidae,Vanessa,Vanessa cardui,California,1956,3,4,1956-03-04,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.454933,34.058064,1039131092,Nymphalidae,Vanessa,Vanessa cardui,California,1954,4,5,1954-04-05,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.466667,33.75,1039164955,Nymphalidae,Vanessa,Vanessa cardui,California,1954,5,2,1954-05-02,US,Los Angeles County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-117.64089,33.89029,1039172802,Nymphalidae,Vanessa,Vanessa cardui,California,1954,10,16,1954-10-16,US,Riverside County,Vanessa cardui
"Vanessa cardui (Linnaeus, 1758)",-118.119003,34.159206,1123834879,Nymphalidae,Vanessa,Vanessa cardui,California,1897,NA,NA,1897-01-01,US,Los Angeles County,Vanessa cardui
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039070815,Pieridae,Anthocharis,Anthocharis sara,California,1997,4,21,1997-04-21,US,NA,Anthocharis sara
"Anthocharis sara Lucas, 1852",-117.678,33.756,769170511,Pieridae,Anthocharis,Anthocharis sara,California,1990,3,26,1990-03-26,US,Orange county,Anthocharis sara
"Anthocharis sara Lucas, 1852",-117.678,33.756,769171521,Pieridae,Anthocharis,Anthocharis sara,California,1990,3,26,1990-03-26,US,Orange county,Anthocharis sara
"Anthocharis sara Lucas, 1852",-117.678,33.756,769130437,Pieridae,Anthocharis,Anthocharis sara,California,1990,3,26,1990-03-26,US,Orange county,Anthocharis sara
"Anthocharis sara Lucas, 1852",-117.678,33.756,769130436,Pieridae,Anthocharis,Anthocharis sara,California,1990,3,26,1990-03-26,US,Orange county,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.311607,34.133507,1039097425,Pieridae,Anthocharis,Anthocharis sara,California,1987,5,7,1987-05-07,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.41667,33.38333,1039090163,Pieridae,Anthocharis,Anthocharis sara,California,1978,3,28,1978-03-28,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.71264,34.49444,1039144440,Pieridae,Anthocharis,Anthocharis sara,California,1978,3,24,1978-03-24,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.31928,33.32535,1039185744,Pieridae,Anthocharis,Anthocharis sara,California,1978,3,24,1978-03-24,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.32258,33.33207,1039175076,Pieridae,Anthocharis,Anthocharis sara,California,1978,3,26,1978-03-26,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.41667,33.38333,1039104520,Pieridae,Anthocharis,Anthocharis sara,California,1978,3,28,1978-03-28,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.71264,34.49444,1039183063,Pieridae,Anthocharis,Anthocharis sara,California,1978,3,17,1978-03-17,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.31928,33.32535,1039059930,Pieridae,Anthocharis,Anthocharis sara,California,1978,3,24,1978-03-24,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.8143,34.71082,1039094544,Pieridae,Anthocharis,Anthocharis sara,California,1977,3,27,1977-03-27,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.57822,34.50709,1039063424,Pieridae,Anthocharis,Anthocharis sara,California,1977,4,3,1977-04-03,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.36224,33.37153,1039109261,Pieridae,Anthocharis,Anthocharis sara,California,1976,3,25,1976-03-25,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.36224,33.37153,1039179480,Pieridae,Anthocharis,Anthocharis sara,California,1976,3,25,1976-03-25,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.31803,33.3346,1039033153,Pieridae,Anthocharis,Anthocharis sara,California,1976,3,26,1976-03-26,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.36528,33.40556,1039184014,Pieridae,Anthocharis,Anthocharis sara,California,1976,3,26,1976-03-26,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.31803,33.3346,1039152606,Pieridae,Anthocharis,Anthocharis sara,California,1976,5,26,1976-05-26,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.66667,34.51667,1039144943,Pieridae,Anthocharis,Anthocharis sara,California,1970,2,16,1970-02-16,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039086773,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,19,1970-03-19,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039182331,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,25,1970-03-25,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.71264,34.49444,1039165312,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,20,1970-03-20,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039099727,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,4,1970-03-04,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039147084,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,18,1970-03-18,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039035111,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,20,1970-03-20,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039040795,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,21,1970-03-21,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039091122,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,2,1970-03-02,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039040569,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,5,1970-03-05,US,NA,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.66667,34.51667,1039167542,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,16,1970-03-16,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039142119,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,23,1970-03-23,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039131800,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,6,1970-03-06,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.66667,34.51667,1039100623,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,14,1970-03-14,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.66667,34.51667,1039107259,Pieridae,Anthocharis,Anthocharis sara,California,1970,3,16,1970-03-16,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.843739,34.040279,1039131008,Pieridae,Anthocharis,Anthocharis sara,California,1970,4,18,1970-04-18,US,NA,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039041165,Pieridae,Anthocharis,Anthocharis sara,California,1970,4,6,1970-04-06,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039154505,Pieridae,Anthocharis,Anthocharis sara,California,1970,4,15,1970-04-15,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039095434,Pieridae,Anthocharis,Anthocharis sara,California,1970,4,22,1970-04-22,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.75167,34.06389,1039099465,Pieridae,Anthocharis,Anthocharis sara,California,1970,4,20,1970-04-20,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.843739,34.040279,1039194494,Pieridae,Anthocharis,Anthocharis sara,California,1970,4,19,1970-04-19,US,NA,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.843001,34.035166,1039071806,Pieridae,Anthocharis,Anthocharis sara,California,1970,5,4,1970-05-04,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039060500,Pieridae,Anthocharis,Anthocharis sara,California,1968,3,1,1968-03-01,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.519417,34.079006,1039037877,Pieridae,Anthocharis,Anthocharis sara,California,1967,3,31,1967-03-31,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.105833,34.096111,925598451,Pieridae,Anthocharis,Anthocharis sara,California,1967,11,29,1967-11-29,US,Los Angeles,Anthocharis sara
"Anthocharis sara Lucas, 1852",-117.908674,34.16084,925597235,Pieridae,Anthocharis,Anthocharis sara,California,1967,11,29,1967-11-29,US,Los Angeles,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.592262,34.077048,1039203873,Pieridae,Anthocharis,Anthocharis sara,California,1966,9,11,1966-09-11,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.466667,33.75,1039183744,Pieridae,Anthocharis,Anthocharis sara,California,1964,4,25,1964-04-25,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039064492,Pieridae,Anthocharis,Anthocharis sara,California,1963,7,9,1963-07-09,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.71264,34.49444,1039173346,Pieridae,Anthocharis,Anthocharis sara,California,1962,3,3,1962-03-03,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.71264,34.49444,1039186023,Pieridae,Anthocharis,Anthocharis sara,California,1962,3,3,1962-03-03,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-119.8295,34.528,1039203117,Pieridae,Anthocharis,Anthocharis sara,California,1962,11,17,1962-11-17,US,Santa Barbara County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039103397,Pieridae,Anthocharis,Anthocharis sara,California,1960,5,8,1960-05-08,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039186232,Pieridae,Anthocharis,Anthocharis sara,California,1959,2,16,1959-02-16,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-116.668129,33.858265,1039083672,Pieridae,Anthocharis,Anthocharis sara,California,1959,2,22,1959-02-22,US,Riverside County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.519478,34.095672,1039064735,Pieridae,Anthocharis,Anthocharis sara,California,1959,3,9,1959-03-09,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.592262,34.077048,1039033228,Pieridae,Anthocharis,Anthocharis sara,California,1959,4,5,1959-04-05,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039071547,Pieridae,Anthocharis,Anthocharis sara,California,1958,2,16,1958-02-16,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039122104,Pieridae,Anthocharis,Anthocharis sara,California,1958,3,9,1958-03-09,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039128853,Pieridae,Anthocharis,Anthocharis sara,California,1958,3,9,1958-03-09,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039075184,Pieridae,Anthocharis,Anthocharis sara,California,1958,3,1,1958-03-01,US,NA,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039153683,Pieridae,Anthocharis,Anthocharis sara,California,1958,3,NA,1958-03-01,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.519478,34.095672,1039076194,Pieridae,Anthocharis,Anthocharis sara,California,1958,4,13,1958-04-13,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.318891,34.23657,1039107199,Pieridae,Anthocharis,Anthocharis sara,California,1958,5,27,1958-05-27,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.519478,34.095672,1039147764,Pieridae,Anthocharis,Anthocharis sara,California,1957,3,3,1957-03-03,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.519417,34.079006,1039116083,Pieridae,Anthocharis,Anthocharis sara,California,1957,3,31,1957-03-31,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.519417,34.079006,1039171361,Pieridae,Anthocharis,Anthocharis sara,California,1957,3,24,1957-03-24,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039089658,Pieridae,Anthocharis,Anthocharis sara,California,1957,4,14,1957-04-14,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.5075,34.00194,1039136969,Pieridae,Anthocharis,Anthocharis sara,California,1957,5,19,1957-05-19,US,Los Angeles County,Anthocharis sara
"Anthocharis sara Lucas, 1852",-118.519478,34.095672,1039176696,Pieridae,Anthocharis,Anthocharis sara,California,1956,3,24,1956-03-24,US,Los Angeles County,Anthocharis sara
