name,longitude,latitude,date,country,state
"Heliopetes ericetorum Boisduval, 1852",-118.218666,33.904189,2017-05-28,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.3095,34.8716,2017-05-01,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.300347,34.443938,2017-05-04,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.617315,34.316746,2017-05-27,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.116173,34.827552,2017-06-18,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.144492,34.03002,2017-07-28,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.597625,34.408325,2017-07-19,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.669548,34.211609,2017-07-19,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.742457,33.573355,2017-07-01,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.681363,33.739669,2017-07-02,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.772268,33.820328,2017-07-18,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.650892,34.268673,2017-08-05,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.222555,34.11384,2017-08-14,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.348251,34.029514,2017-08-14,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.905772,34.259763,2017-08-12,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.687006,33.741471,2017-08-06,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.526451,34.061722,2017-09-28,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.515236,34.312389,2017-09-09,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.927407,35.137862,2017-09-16,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.60102,34.95791,2017-10-07,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.657382,33.61004,2017-10-04,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.794555,34.458301,2017-10-07,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.257783,34.473697,2017-10-14,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.679152,33.744468,2017-10-01,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.77721,33.675686,2016-03-20,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.615033,34.509476,2016-03-24,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.291463,34.018634,2016-04-17,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.26186,34.1964,2016-04-24,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.690375,33.735761,2016-04-17,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.683744,33.734619,2016-04-17,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.288818,34.478817,2016-05-15,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.69642,34.236373,2016-05-02,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.754117,34.293604,2016-05-17,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.919862,34.343113,2016-05-11,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.816701,34.07789,2016-05-08,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.683959,33.735975,2016-06-05,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.753928,34.458681,2016-06-30,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.726106,34.24168,2016-06-29,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.022506,34.088617,2016-06-12,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.706558,34.333564,2016-07-28,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.692649,33.736546,2016-07-10,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.603643,34.344783,2016-07-16,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.724192,34.378473,2016-07-30,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.687907,33.750071,2016-07-10,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.612401,34.297794,2016-07-06,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.727754,34.380846,2016-07-22,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.71827,34.374683,2016-07-19,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.723575,34.377446,2016-07-27,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.631986,34.385587,2016-07-23,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.685308,34.033288,2016-08-29,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.687907,33.750178,2016-08-07,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.903597,34.259237,2016-08-27,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.829228,34.345278,2016-08-26,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.124446,34.227292,2016-09-12,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.661957,34.866356,2016-09-12,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.904507,34.264302,2016-09-11,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.672273,34.901722,2016-09-12,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.137797,34.232756,2016-09-09,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.672407,34.901815,2016-09-12,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.061403,34.84744,2016-09-10,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.60342,34.305401,2016-09-19,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.567374,34.047473,2016-10-07,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.501998,34.043501,2016-10-06,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.567222,34.044444,2016-10-01,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.567188,34.043374,2016-10-07,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.680998,33.747093,2016-10-16,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.682264,33.738675,2016-10-16,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.694349,34.459171,2015-03-21,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.107684,34.345157,2015-04-11,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.288545,34.021702,2015-04-12,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.010497,34.090595,2015-05-06,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.751413,34.03754,2015-05-09,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.61981,35.28357,2015-05-29,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.755561,34.148003,2015-07-02,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.560296,34.93,2015-08-22,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.726324,34.398642,2015-08-01,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.560265,34.929777,2015-08-22,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.241381,34.082815,2015-10-04,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.281325,34.027813,2015-10-04,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.313066,34.134728,2014-03-08,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.275807,34.031318,2014-04-27,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.211327,34.29669,2014-09-15,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.841065,34.470346,2013-07-28,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.571217,33.753172,2013-09-20,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.570133,33.58295,2012-06-09,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.874029,34.063629,2012-07-24,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.52318,34.704369,2011-05-05,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.035,34.086,2011-07-29,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.037,34.086,2011-07-25,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.343967,34.500858,2010-08-15,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.908819,33.087195,2010-09-12,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.926736,34.739673,2008-09-26,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.901398,33.340209,2008-09-06,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.70931,34.467123,2007-06-15,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.800386,34.41893,2005-07-29,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.13314,34.35874,2004-07-21,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.9447,34.8228,1986-06-14,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.48483,35.04665,1981-06-19,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.86308,34.17251,1980-06-16,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.8144,34.1989,1978-06-14,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.65611,33.79346,1972-04-23,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.81045,33.81674,1972-05-20,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.66667,34.51667,1970-03-14,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.28852,34.84593,1968-04-29,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.34479,34.4051,1967-03-15,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.86545,34.18445,1967-10-03,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.94507,34.1775,1967-10-03,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.98034,34.82021,1967-10-06,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.79501,34.21468,1966-06-27,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.4826,35.06181,1965-09-04,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.6508,34.13465,1963-04-05,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.36399,33.64211,1963-04-10,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.65426,33.56501,1963-07-15,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.01156,34.82522,1963-07-20,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.781731,34.490317,1960-05-03,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.98592,34.57098,1959-07-06,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.592262,34.077048,1956-06-03,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.519478,34.095672,1956-08-16,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.68703,34.08084,1956-08-05,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.44038,33.11513,1953-03-28,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.42734,33.20678,1952-04-07,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.63363,33.28226,1952-06-05,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.8361,33.3634,1952-06-14,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.58558,33.97664,1950-04-28,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.84693,34.31884,1950-06-29,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.606697,33.843201,1942-03-15,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.719002,33.740002,1942-08-12,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.0528,34.1417,1941-06-07,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.90382,33.60957,1941-07-17,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.593,34.428,1939-07-13,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.441543,34.267715,1937-08-01,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.0196,34.199905,1936-05-15,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.178461,34.841438,1936-08-10,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.52821900000001,34.307002,1934-03-22,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.393993,34.471892,1934-04-27,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.5075,34.00194,1934-05-19,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.040666265376,34.81993959418036,1933-06-28,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.71264,34.49444,1933-08-24,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-119.830622,34.435623,1931-07-12,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.7306,35.0831,1929-05-30,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.84804,33.8484,1929-10-21,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.3811,34.5,1928-05-05,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.6147,34.3486,1928-06-19,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-117.61478,34.34861,1925-06-19,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.4481,35.1322,1918-07-07,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.124927,33.932109,1918-01-01,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-116.8361,33.3633,1917-08-29,United States of America,California
"Heliopetes ericetorum Boisduval, 1852",-118.0275,34.3225,1917-08-29,United States of America,California
"Junonia coenia Hübner, 1822",-118.247791,34.106969,2019-02-07,United States of America,California
"Junonia coenia Hübner, 1822",-118.288238,34.016578,2019-03-15,United States of America,California
"Junonia coenia Hübner, 1822",-119.316833,34.4963,2019-03-18,United States of America,California
"Junonia coenia Hübner, 1822",-117.305605,33.289747,2019-03-18,United States of America,California
"Junonia coenia Hübner, 1822",-117.564072,33.554817,2019-03-24,United States of America,California
"Junonia coenia Hübner, 1822",-118.286177,34.017023,2019-04-23,United States of America,California
"Junonia coenia Hübner, 1822",-118.454643,34.367349,2019-04-27,United States of America,California
"Junonia coenia Hübner, 1822",-117.924004,33.969273,2019-04-28,United States of America,California
"Junonia coenia Hübner, 1822",-117.66831,33.746614,2019-04-28,United States of America,California
"Junonia coenia Hübner, 1822",-117.026261,33.034054,2019-04-21,United States of America,California
"Junonia coenia Hübner, 1822",-118.451656,34.364024,2019-04-27,United States of America,California
"Junonia coenia Hübner, 1822",-117.886979,34.239672,2019-04-28,United States of America,California
"Junonia coenia Hübner, 1822",-117.274323,33.511713,2019-04-17,United States of America,California
"Junonia coenia Hübner, 1822",-117.118841,33.141822,2019-04-27,United States of America,California
"Junonia coenia Hübner, 1822",-117.604103,33.648658,2019-04-18,United States of America,California
"Junonia coenia Hübner, 1822",-117.563695,33.753934,2019-04-20,United States of America,California
"Junonia coenia Hübner, 1822",-118.287705,34.017731,2019-04-25,United States of America,California
"Junonia coenia Hübner, 1822",-117.662353,33.740004,2019-04-28,United States of America,California
"Junonia coenia Hübner, 1822",-117.707323,34.141837,2019-04-27,United States of America,California
"Junonia coenia Hübner, 1822",-117.078473,33.05152,2019-04-28,United States of America,California
"Junonia coenia Hübner, 1822",-117.664787,33.741147,2019-04-28,United States of America,California
"Junonia coenia Hübner, 1822",-116.293059,34.018556,2019-04-25,United States of America,California
"Junonia coenia Hübner, 1822",-118.455103,34.367015,2019-04-27,United States of America,California
"Junonia coenia Hübner, 1822",-119.056725,34.447905,2019-05-31,United States of America,California
"Junonia coenia Hübner, 1822",-118.042588,34.001973,2019-05-11,United States of America,California
"Junonia coenia Hübner, 1822",-117.63623,33.867275,2019-05-05,United States of America,California
"Junonia coenia Hübner, 1822",-117.553664,33.629085,2019-05-11,United States of America,California
"Junonia coenia Hübner, 1822",-117.009745,33.014659,2019-05-30,United States of America,California
"Junonia coenia Hübner, 1822",-117.665949,33.756349,2019-05-15,United States of America,California
"Junonia coenia Hübner, 1822",-117.69201,33.7505,2019-05-05,United States of America,California
"Junonia coenia Hübner, 1822",-117.552162,33.627664,2019-05-11,United States of America,California
"Junonia coenia Hübner, 1822",-118.370964,34.012749,2019-05-12,United States of America,California
"Junonia coenia Hübner, 1822",-117.63983,33.868953,2019-05-05,United States of America,California
"Junonia coenia Hübner, 1822",-116.577376,34.164892,2019-05-14,United States of America,California
"Junonia coenia Hübner, 1822",-118.055775,34.027874,2019-05-17,United States of America,California
"Junonia coenia Hübner, 1822",-118.287587,34.106231,2019-05-20,United States of America,California
"Junonia coenia grisea Austin & J.Emmel, 1998",-116.89844,33.33989,2019-06-23,United States of America,California
"Junonia coenia Hübner, 1822",-119.33293,34.404767,2019-06-26,United States of America,California
"Junonia coenia Hübner, 1822",-117.31397,34.189499,2019-06-05,United States of America,California
"Junonia coenia Hübner, 1822",-118.377867,33.939139,2019-06-27,United States of America,California
"Junonia coenia Hübner, 1822",-117.564513,33.55308,2019-06-02,United States of America,California
"Junonia coenia Hübner, 1822",-116.753803,33.198263,2019-06-30,United States of America,California
"Junonia coenia Hübner, 1822",-117.1686,34.234461,2019-06-29,United States of America,California
"Junonia coenia Hübner, 1822",-117.184484,34.266448,2019-06-15,United States of America,California
"Junonia coenia Hübner, 1822",-117.562469,33.544662,2019-06-19,United States of America,California
"Junonia coenia Hübner, 1822",-119.849376,34.440378,2019-06-09,United States of America,California
"Junonia coenia Hübner, 1822",-116.601395,33.070705,2019-06-27,United States of America,California
"Junonia coenia Hübner, 1822",-118.072154,34.231325,2019-06-30,United States of America,California
"Junonia coenia Hübner, 1822",-118.282097,34.130884,2019-06-19,United States of America,California
"Junonia coenia Hübner, 1822",-119.502939,34.387993,2019-06-28,United States of America,California
"Junonia coenia Hübner, 1822",-118.211193,34.201818,2019-07-14,United States of America,California
"Junonia coenia Hübner, 1822",-117.317692,34.188347,2019-07-19,United States of America,California
"Junonia coenia Hübner, 1822",-118.389906,33.947213,2019-07-17,United States of America,California
"Junonia coenia Hübner, 1822",-117.881004,34.185178,2019-07-27,United States of America,California
"Junonia coenia grisea Austin & J.Emmel, 1998",-118.283195,34.130227,2019-07-18,United States of America,California
"Junonia coenia Hübner, 1822",-116.927295,34.307417,2019-07-12,United States of America,California
"Junonia coenia Hübner, 1822",-118.434517,33.953383,2019-07-25,United States of America,California
"Junonia coenia Hübner, 1822",-118.0556,34.141605,2019-07-21,United States of America,California
"Junonia coenia Hübner, 1822",-118.387581,33.945817,2019-07-10,United States of America,California
"Junonia coenia Hübner, 1822",-118.842149,34.036177,2019-07-14,United States of America,California
"Junonia coenia Hübner, 1822",-118.431924,33.97434,2019-07-02,United States of America,California
"Junonia coenia Hübner, 1822",-118.389945,33.947314,2019-07-08,United States of America,California
"Junonia coenia Hübner, 1822",-119.847442,34.44347,2019-07-09,United States of America,California
"Junonia coenia Hübner, 1822",-117.679643,33.744158,2019-07-07,United States of America,California
"Junonia coenia Hübner, 1822",-118.049347,34.003419,2019-07-07,United States of America,California
"Junonia coenia Hübner, 1822",-118.895438,34.3913,2019-07-23,United States of America,California
"Junonia coenia Hübner, 1822",-118.342939,33.826851,2019-07-14,United States of America,California
"Junonia coenia Hübner, 1822",-119.893412,34.421438,2019-07-21,United States of America,California
"Junonia coenia Hübner, 1822",-118.013158,34.052397,2019-07-14,United States of America,California
"Junonia coenia grisea Austin & J.Emmel, 1998",-118.308638,34.163218,2019-08-05,United States of America,California
"Junonia coenia Hübner, 1822",-117.132582,34.203367,2019-08-07,United States of America,California
"Junonia coenia Hübner, 1822",-118.295297,33.874322,2019-08-11,United States of America,California
"Junonia coenia grisea Austin & J.Emmel, 1998",-118.475514,34.174453,2019-08-15,United States of America,California
"Junonia coenia Hübner, 1822",-119.502886,34.387804,2019-08-11,United States of America,California
"Junonia coenia Hübner, 1822",-118.389935,33.94727,2019-08-05,United States of America,California
"Junonia coenia Hübner, 1822",-117.659592,33.492305,2019-08-08,United States of America,California
"Junonia coenia Hübner, 1822",-119.871222,34.409653,2019-08-31,United States of America,California
"Junonia coenia Hübner, 1822",-117.116992,33.14188,2019-08-11,United States of America,California
"Junonia coenia Hübner, 1822",-117.767124,33.589764,2019-08-07,United States of America,California
"Junonia coenia Hübner, 1822",-117.562835,33.649,2019-08-19,United States of America,California
"Junonia coenia Hübner, 1822",-116.674758,33.109494,2019-08-11,United States of America,California
"Junonia coenia Hübner, 1822",-117.842089,33.660438,2019-08-11,United States of America,California
"Junonia coenia Hübner, 1822",-117.186898,33.131186,2019-08-17,United States of America,California
"Junonia coenia Hübner, 1822",-119.30825,34.378547,2019-08-05,United States of America,California
"Junonia coenia Hübner, 1822",-118.111969,34.129442,2019-08-12,United States of America,California
"Junonia coenia Hübner, 1822",-118.56218,34.77465,2019-08-28,United States of America,California
"Junonia coenia Hübner, 1822",-119.847063,34.44253,2019-08-18,United States of America,California
"Junonia coenia Hübner, 1822",-118.718133,34.097341,2019-08-01,United States of America,California
"Junonia coenia Hübner, 1822",-118.778254,34.113428999999996,2019-08-17,United States of America,California
"Junonia coenia Hübner, 1822",-119.885117,34.4221,2019-08-04,United States of America,California
"Junonia coenia Hübner, 1822",-118.751182,34.041397,2019-08-16,United States of America,California
"Junonia coenia Hübner, 1822",-117.094947,34.204987,2019-08-04,United States of America,California
"Junonia coenia Hübner, 1822",-118.490218,34.381655,2019-08-10,United States of America,California
"Junonia coenia Hübner, 1822",-118.824354,34.081688,2019-09-02,United States of America,California
"Junonia coenia Hübner, 1822",-118.140839,34.086006,2019-09-02,United States of America,California
"Junonia coenia Hübner, 1822",-118.833005,34.28066,2019-09-02,United States of America,California
"Junonia coenia Hübner, 1822",-119.844642,34.443855,2019-09-03,United States of America,California
"Junonia coenia Hübner, 1822",-116.759854,33.137719,2018-01-23,United States of America,California
"Junonia coenia Hübner, 1822",-117.694924,33.751141,2018-04-06,United States of America,California
"Junonia coenia Hübner, 1822",-117.308106,33.27818,2018-04-08,United States of America,California
"Junonia coenia Hübner, 1822",-117.637245,33.689265,2018-04-26,United States of America,California
"Junonia coenia Hübner, 1822",-118.547324,34.342493,2018-05-05,United States of America,California
"Junonia coenia Hübner, 1822",-117.247928,33.013225,2018-06-11,United States of America,California
"Junonia coenia Hübner, 1822",-118.711105,34.397337,2018-06-13,United States of America,California
"Junonia coenia Hübner, 1822",-118.605149,34.283094,2018-06-29,United States of America,California
"Junonia coenia Hübner, 1822",-117.882534,34.18129,2018-06-23,United States of America,California
"Junonia coenia Hübner, 1822",-117.883002,34.180267,2018-06-23,United States of America,California
"Junonia coenia grisea Austin & J.Emmel, 1998",-119.85,34.4076,2018-06-26,United States of America,California
"Junonia coenia Hübner, 1822",-118.101821,34.186668,2018-06-07,United States of America,California
"Junonia coenia grisea Austin & J.Emmel, 1998",-119.8502,34.4418,2018-06-02,United States of America,California
"Junonia coenia Hübner, 1822",-119.502406,34.387686,2018-06-16,United States of America,California
"Junonia coenia Hübner, 1822",-117.405889,34.207782,2018-06-24,United States of America,California
"Junonia coenia Hübner, 1822",-119.039538,34.733878,2018-06-19,United States of America,California
"Junonia coenia Hübner, 1822",-118.409789,34.12087,2018-07-28,United States of America,California
"Junonia coenia Hübner, 1822",-118.709617,34.083308,2018-07-17,United States of America,California
"Junonia coenia Hübner, 1822",-117.726736,34.392169,2018-07-27,United States of America,California
"Junonia coenia grisea Austin & J.Emmel, 1998",-118.011596,34.100784,2018-07-27,United States of America,California
"Junonia coenia Hübner, 1822",-118.709717,34.08335,2018-07-17,United States of America,California
"Junonia coenia Hübner, 1822",-119.502569,34.388228,2018-07-24,United States of America,California
"Junonia coenia grisea Austin & J.Emmel, 1998",-119.6923,34.4575,2018-07-10,United States of America,California
"Junonia coenia Hübner, 1822",-117.132207,34.196996,2018-07-12,United States of America,California
"Junonia coenia Hübner, 1822",-119.388355,34.335451,2018-07-31,United States of America,California
"Junonia coenia grisea Austin & J.Emmel, 1998",-119.6922,34.4584,2018-07-10,United States of America,California
"Junonia coenia Hübner, 1822",-118.210465,34.20105,2018-07-22,United States of America,California
"Junonia coenia Hübner, 1822",-117.807314,34.077137,2018-07-11,United States of America,California
"Junonia coenia Hübner, 1822",-116.802382,34.214811,2018-07-24,United States of America,California
"Junonia coenia Hübner, 1822",-118.01327,34.100624,2018-07-17,United States of America,California
"Junonia coenia Hübner, 1822",-118.363613,34.270059,2018-07-13,United States of America,California
"Junonia coenia Hübner, 1822",-118.051097,34.143914,2018-08-13,United States of America,California
"Junonia coenia Hübner, 1822",-117.85253,34.13344,2018-08-14,United States of America,California
"Junonia coenia Hübner, 1822",-119.848251,34.443021,2018-08-01,United States of America,California
"Junonia coenia Hübner, 1822",-117.269077,33.175648,2018-08-26,United States of America,California
"Junonia coenia Hübner, 1822",-117.885028,33.902722,2018-08-14,United States of America,California
"Junonia coenia Hübner, 1822",-117.399025,33.964611,2018-08-22,United States of America,California
"Junonia coenia Hübner, 1822",-117.795014,34.089754,2018-08-12,United States of America,California
"Junonia coenia Hübner, 1822",-117.404403,34.206647,2018-08-18,United States of America,California
"Junonia coenia Hübner, 1822",-118.268052,34.115923,2018-08-31,United States of America,California
"Junonia coenia Hübner, 1822",-118.595407,34.38666,2018-08-02,United States of America,California
"Junonia coenia Hübner, 1822",-117.85253,34.133438,2018-08-14,United States of America,California
"Junonia coenia Hübner, 1822",-118.167772,34.200721,2018-09-01,United States of America,California
"Junonia coenia Hübner, 1822",-119.130272,34.4626,2018-09-22,United States of America,California
"Junonia coenia Hübner, 1822",-118.287704,34.017559,2018-09-09,United States of America,California
"Junonia coenia Hübner, 1822",-118.272278,34.12785,2018-09-03,United States of America,California
"Junonia coenia Hübner, 1822",-117.715682,34.112181,2018-09-25,United States of America,California
"Junonia coenia Hübner, 1822",-118.166468,34.133798,2018-09-05,United States of America,California
"Junonia coenia Hübner, 1822",-118.266383,34.137631,2018-09-02,United States of America,California
"Junonia coenia Hübner, 1822",-117.793302,33.714745,2018-09-06,United States of America,California
"Junonia coenia grisea Austin & J.Emmel, 1998",-118.20545,33.806158,2018-09-07,United States of America,California
"Junonia coenia Hübner, 1822",-117.320556,33.971632,2018-09-10,United States of America,California
"Junonia coenia Hübner, 1822",-118.142517,34.2184,2018-09-26,United States of America,California
"Junonia coenia Hübner, 1822",-119.8912,34.42132,2018-09-09,United States of America,California
"Junonia coenia Hübner, 1822",-119.692676,34.445182,2018-09-11,United States of America,California
"Junonia coenia Hübner, 1822",-118.38725,34.25397,2018-09-23,United States of America,California
"Junonia coenia Hübner, 1822",-119.313218,34.490774,2018-09-08,United States of America,California
"Junonia coenia Hübner, 1822",-117.555268,33.627416,2018-10-09,United States of America,California
"Junonia coenia Hübner, 1822",-118.301292,33.926212,2018-10-20,United States of America,California
"Junonia coenia Hübner, 1822",-116.999367,34.016457,2018-10-08,United States of America,California
"Junonia coenia Hübner, 1822",-118.214263,34.201695,2018-10-07,United States of America,California
"Junonia coenia Hübner, 1822",-118.34047,33.826187,2018-10-17,United States of America,California
"Junonia coenia Hübner, 1822",-118.13119,34.169194,2018-10-06,United States of America,California
"Junonia coenia Hübner, 1822",-118.0464,33.69562,2018-10-20,United States of America,California
"Junonia coenia Hübner, 1822",-118.018647,34.202308,2018-10-07,United States of America,California
"Junonia coenia Hübner, 1822",-116.999175,34.019996,2018-11-05,United States of America,California
"Junonia coenia Hübner, 1822",-117.631845,34.119276,2018-11-06,United States of America,California
"Junonia coenia Hübner, 1822",-117.695265,33.753151,2018-11-04,United States of America,California
